6585,Chad Davis,5000
2842,Carolyn Perry,5000
4473,Casey Lewis,5000
9356,William Rogers,5000
993,Elaine Cross,5000
990,Christopher Patterson MD,5000
7288,Anthony Jackson,5000
3557,James Watson,5000
6587,Stephanie Crosby,5000
2078,Sandra Kelly,5000
9367,Helen Anderson MD,5000
981,Daniel Gomez,5000
8305,Randy Gutierrez,5000
5299,Rebecca White DDS,5000
6369,Jeffrey Parker,5000
970,Alyssa Clark,5000
6970,Robin Young,5000
4398,Brandon Cox,5000
3292,Christina Clay,5000
4391,Christy Andrews,5000
7022,Cassandra Smith,5000
8110,Grant Gonzales,5000
9397,Christine Werner,5000
5282,Brian Velasquez,5000
8861,Chad Thompson,5000
7784,Charles Smith,5000
5033,Alexa Williams,5000
4500,Brandon Mendez,5000
1042,Gary Hendrix,5000
2476,David Campbell,5000
5828,Victoria Grant,5000
2482,Denise Franklin,5000
1492,John Krause,5000
6905,Bruce Burton MD,5000
7532,Katrina Saunders,5000
1031,Shannon Macdonald,5000
1029,John Arroyo,5000
2495,Julie Jackson,5000
4936,William Mcguire,5000
8594,Gregory Mclean,5000
4938,Richard Banks,5000
1686,Teresa Black,5000
8979,Michael Mcclure,5000
5321,Jose Roman,5000
4498,Gregg Silva DVM,5000
6198,Gregory Villa,5000
3974,Leah Richardson,5000
8078,Brittany Howard,5000
7561,Timothy Reeves,5000
3975,Samuel Trujillo,5000
2100,Timothy Holmes,5000
141,Brittany Jones,5000
142,Jeremy Jefferson,5000
7817,Paula Woodard,5000
246,Cheryl Thomas,5000
5197,Maria Dominguez,5000
8680,Megan Gonzalez,5000
5097,Mary Castaneda,5000
5101,Deanna Patel DDS,5000
6096,Julia Graves,5000
4099,Richard Williams,5000
5111,Anthony Jones,5000
284,Lucas Armstrong,5000
7675,Amanda Wilson,5000
1821,Bob Andrews,5000
2681,Justin Valencia,5000
5183,Courtney Moore,5000
1829,Debra Potter,5000
2714,Alexander Mcdonald,5000
8771,Hector Lee,5000
8192,Ryan Middleton,5000
4111,Stephanie Kirby,5000
1854,Jessica Howard DVM,5000
8197,Gina Hill,5000
2661,Matthew Woods,5000
7658,Terry Jackson,5000
8200,Paul Nelson,5000
4122,Casey Baker,5000
4124,Lori Phillips,5000
761,Amy Garcia,5000
7659,Charles Campbell,5000
1734,Robert Cole,5000
7778,Raymond Young,5000
9794,Katherine Edwards,5000
1700,Kathleen Daniel,5000
5266,Timothy Hernandez,5000
4325,Mark Cooper,5000
7267,Mary Patterson,5000
9884,Shelley Steele,5000
5251,William Sanders,5000
8644,Ryan Lynch,5000
687,Rachel Cortez,5000
9429,Brandon Warner,5000
8140,Leslie Wilcox,5000
4770,Glen Mullen,5000
310,Jessica Day,5000
708,Melinda Salinas,5000
302,Michael Boyer,5000
4071,Brandon Mckinney,5000
2723,Brian Clark,5000
1972,Judith Swanson,5000
5076,Craig Garcia,5000
7074,John Reyes,5000
9861,Hannah Whitehead,5000
1771,Jeremy Greene,5000
8161,Alexis Sandoval,5000
1772,Jesse Williams,5000
3120,Sandra Long,5000
8006,Stephanie Hart,5000
1154,Jeffrey Humphrey DDS,5000
5436,Jonathan Kline DVM,5000
4835,Tyrone Walker,5000
2394,Brian Stevenson,5000
1142,Scott Cohen,5000
1337,Megan Buchanan,5000
4671,Marcus Mayo,5000
4670,Kevin Gibbs,5000
8404,Kevin Weber,5000
1132,Brian Shelton,5000
6785,Christian Martin,5000
5891,Jenny Nunez,5000
5427,Mark Buck,5000
3841,Adrian Hayes,5000
1115,Haley Peters,5000
7895,Katrina Fowler,5000
9641,Kathleen King,5000
2935,John Snyder,5000
560,Francisco Miranda,5000
9290,Stephanie Hickman,5000
9100,Elizabeth Warren,5000
1108,Amber Rogers,5000
1189,Katie Snow,5000
6726,George Evans,5000
4764,Holly Bender,5000
1227,Mr. Thomas Bell,5000
3737,Cindy Hebert,5000
9687,Laura Frederick,5000
3797,Peter Barnes,5000
7945,Jasmin Case,5000
9680,Albert Calhoun,5000
2285,Bailey Martin,5000
6746,Phyllis Johnson,5000
5503,Emily Holt,5000
6901,Mrs. Julie Gutierrez,5000
6706,Suzanne Simmons,5000
2275,Sean Tran,5000
513,Kelly Nash,5000
1281,Karen Gonzales,5000
4729,Lindsey Warren,5000
5517,John Hoffman,5000
3696,Jason Park,5000
5529,Andrew Garcia,5000
3093,Samantha Landry,5000
9242,Michael Barber,5000
8413,Jennifer Miller,5000
2913,Brandon White,5000
3649,Justin Moran,5000
5863,Katie Gardner,5000
5368,Stacy Sullivan,5000
4913,Stephanie Shields,5000
9611,Kyle Bruce,5000
2474,Anthony Martinez,5000
9625,Christine Davis,5000
6882,Tina Maldonado,5000
581,Edward Ford,5000
8360,Logan Gomez,5000
2180,John King,5000
9051,Jennifer Soto,5000
5859,Wayne Sanchez,5000
9030,Anthony Garcia,5000
2196,Evelyn Zuniga,5000
94,Allison Erickson,5000
6659,Laura Mayer,5000
103,Kristen Pacheco,5000
8380,Dennis Strickland,5000
2170,Walter Lane,5000
2202,Christina Hubbard,5000
9749,Alexander Gross,5000
1390,Denise Wolf,5000
9638,Jeffrey Howard,5000
104,Chad Smith,5000
9748,Rachel Stein,5000
6903,Kenneth Hodge MD,5000
739,Brendan Burgess,10000
7464,Megan Stephenson,10000
8589,Jessica Schmidt,10000
6144,Donald Mcdonald,10000
627,Hunter Lopez,10000
7212,Ashley White,10000
2625,Alyssa Martin,10000
5200,Max Diaz,10000
3807,Jacqueline Simmons,10000
5571,Jennifer York,10000
6241,Ana Barrett DDS,10000
5449,Dr. Victoria Leach,10000
8678,Claire Martin,10000
2253,Bruce Logan,10000
5495,Julie Nguyen,10000
6459,Kelly Hernandez,10000
5106,Jack Bailey,10000
6258,Chelsea Martin,10000
3930,Eric Hamilton,10000
2141,Thomas Tucker,10000
5661,Andrea Meyers,10000
