4097,Lauren Hernandez,5000
4647,Cole Hernandez,5000
4595,Christopher Chung,5000
4585,Scott Mcdaniel,5000
4558,Timothy Hale,5000
4464,Philip Jones,5000
4411,Deborah Sheppard,5000
4396,Melissa Martin,5000
4341,Carla Stone,5000
4339,Joseph Quinn,5000
4221,Ryan Rice,5000
469,Nicole Lee,5000
4022,Anthony Smith,5000
3952,Eric Wagner,5000
3855,Dustin Preston,5000
3836,Kenneth Fleming,5000
3802,Kenneth Williams,5000
3794,Tanner Estrada,5000
3783,Dr. Charles Thompson,5000
3604,Morgan Webb,5000
3506,Heather Turner,5000
509,Brooke Anderson,5000
1033,Victoria Baker,5000
94,Terry Stewart,5000
804,Scott Clark,5000
783,Vanessa Miller,5000
771,Cassandra Lopez,5000
761,Jaime Wilson,5000
673,Victor Arias,5000
642,Cameron Jones,5000
639,Eric Collins,5000
577,Toni Brown,5000
1144,Anthony Ramsey,5000
4981,Amy Hamilton,5000
4917,Jeremy James,5000
4883,Kenneth Mendez,5000
4869,Aaron Jimenez,5000
4831,John Carey,5000
4811,Stephanie Garza,5000
4788,Gregory Hernandez,5000
4785,Katie Garcia,5000
4715,Debra Shepherd,5000
1435,Jennifer Nguyen,5000
2139,Robin Larson,5000
1999,Brittany Andersen,5000
1932,Kimberly Becker,5000
1902,Valerie Young,5000
1878,Bailey Williams,5000
1816,Keith Smith,5000
162,Kimberly Wilcox,5000
1576,Chad Hendricks,5000
1503,Andrew Price,5000
1486,Anthony Hunter,5000
3475,Alex Young,5000
1424,Leslie Sloan,5000
1378,Julie Romero PhD,5000
1352,Alan Lynch,5000
135,Mrs. Kelly Jackson,5000
1349,Brandon Mcguire,5000
1340,Michelle Hawkins,5000
1206,Cory Dunlap,5000
1157,Michael Patrick,5000
3495,Sarah Valdez,5000
2172,Ashley Gaines,5000
2158,Stephanie Malone,5000
3355,Christina Strickland,5000
3328,Daniel Burke,5000
3305,William Vasquez,5000
3287,Dr. Michael Everett,5000
3069,Dustin Ballard,5000
2870,Allison Dillon,5000
2869,Martin Salazar,5000
283,Rhonda Diaz,5000
2756,Kathy Brown,5000
2523,Wendy Hanson,5000
2519,Jill Morris,5000
2418,Robin Martinez,5000
2407,Natasha Cummings,5000
2351,Luke Dudley,5000
2286,John Phillips,5000
2245,Jimmy Knight,5000
224,Kevin Torres,5000
2638,Wanda Baldwin,5000
