empID,Name,Salary
1075,James Dean,5000
1094,Brianna Aguilar,5000
1123,Lori Phillips,5000
1192,Brandon Montgomery,5000
1195,Terry Johnson,5000
1207,Christopher Garcia,5000
1243,Cynthia Morales,5000
1304,Jennifer Frye,5000
1467,Steven Brooks,5000
15,John Walsh,5000
1545,Rhonda Lopez,5000
1559,Amber Taylor,5000
1588,Veronica Colon,5000
1650,Joshua Gonzalez,5000
1675,Vanessa Reed,5000
1738,Karen Blair,5000
1771,Tina Murray,5000
1772,James Mcgee,5000
1855,Devon Hamilton,5000
1892,Karina Bailey,5000
1909,Steve Watson DDS,5000
1930,Rachel Bell,5000
207,Brandon Collins,5000
2101,Dennis Hill,5000
2175,Robert Choi,5000
2181,Kim Rodriguez,5000
219,Heather Mason,5000
22,Shawn Koch,5000
222,Billy Martinez,5000
2323,Jennifer Hopkins,5000
2403,Jessica Johnson,5000
2445,Timothy Rivera,5000
2512,Justin Brown,5000
2572,Alyssa Olson,5000
2582,Spencer Wilson,5000
2653,Jamie Snyder DDS,5000
2693,Nancy Hensley,5000
2711,Shannon Taylor,5000
2759,David Rangel,5000
2809,Caroline Williams,5000
283,Mr. William Black,5000
2858,Steven Turner,5000
2868,Geoffrey Christian,5000
2929,Raymond White,5000
2948,Kimberly Williams,5000
299,Juan Davis,5000
3039,Andrea Rogers,5000
3056,Sherri Lewis,5000
307,James Rasmussen,5000
3089,Molly Patterson,5000
3094,Phillip Park,5000
3098,Kevin Andrews,5000
322,Terrance Salinas,5000
3259,Krista Parker,5000
3262,Eric Carter,5000
3304,Jeremy Smith,5000
3423,Nathaniel Lee,5000
3499,Deborah Dodson,5000
3517,Elizabeth Cole,5000
3565,Larry Moody,5000
3570,Jennifer Ortiz,5000
3593,Anne Bridges,5000
3618,Jennifer Peterson,5000
3648,Gregory Williams,5000
366,Joshua Huerta,5000
3737,Robyn Romero,5000
3809,Gregory Hurley,5000
3827,Jeanne Smith,5000
3849,Bethany Buchanan,5000
385,Wendy Powell,5000
3855,Danielle Mosley,5000
3878,Brittany Santiago,5000
3946,Brandon Rowland,5000
3948,Eric Miller,5000
4014,Richard Leach,5000
4121,April Bennett,5000
4163,Julia Garcia,5000
4170,Michael Chavez,5000
4188,Michelle Wilson,5000
4201,Thomas Robertson,5000
4213,Tammy Cunningham MD,5000
4262,Denise Baird,5000
4268,Adam Jones,5000
4271,Stacie Smith,5000
4312,Sally Bradley,5000
4322,Frederick Page,5000
4325,Ana Cooper,5000
4369,Joshua Wells,5000
4417,Gary Deleon,5000
4421,Rachel Perry,5000
4452,Dr. Robert Wheeler,5000
4465,Megan White,5000
4527,Nicole Campbell,5000
4565,Joshua Cox,5000
4629,Cindy Mason,5000
4641,Nathan Thomas,5000
4660,Jesus Knapp,5000
4716,Shirley Young,5000
4805,Matthew Murray,5000
4857,Lance Gomez,5000
4877,Melanie Owens,5000
4936,Melissa Wilkins,5000
5066,Russell Hernandez,5000
5113,Brandon Smith,5000
520,Bradley Wallace,5000
5286,Joel Medina,5000
5456,Daniel Maldonado,5000
546,Jennifer Lewis,5000
5462,Kristi Barnes,5000
5491,Sabrina Brown,5000
5561,Brian Ellis,5000
5585,Julie Mosley,5000
5615,Susan Hall,5000
5697,Eric Sanders,5000
5778,Zachary Boone,5000
5790,Steven Porter,5000
581,Misty Wright,5000
5833,David Norris,5000
5878,Deborah Simmons,5000
5884,Michael Jones,5000
5919,Tara Wise,5000
6012,Felicia Cervantes,5000
6043,Stephen Williams,5000
6139,Matthew Holder,5000
6170,Robert Johnson,5000
6175,Jeremy Boone,5000
6196,Wanda Green,5000
6223,Benjamin Garcia,5000
6288,John White,5000
6361,Caitlin Kim,5000
6362,Debra Mccoy,5000
6365,Brittany Baxter,5000
64,Jordan Lee,5000
6406,Kenneth Graham,5000
6447,Steven Higgins,5000
6458,David Wilson,5000
6461,Collin Hernandez,5000
6590,Linda Carter,5000
6662,Robert Aguilar,5000
6731,Tanya Edwards,5000
6757,Gary Butler,5000
6821,Jason Pham,5000
6923,Lorraine Harris,5000
6956,Nancy Lopez,5000
6960,Angela Kirk,5000
6994,James Willis,5000
7005,Sean Knight,5000
7032,Jordan Greene,5000
7037,Katherine Blake,5000
7126,Thomas Mason,5000
7133,Amber Wilkerson,5000
7145,Megan Johnson,5000
7178,Melissa Mcdonald,5000
7201,Joel Young,5000
7229,Kim Ferguson,5000
7285,Abigail Webb,5000
7315,Christian Carrillo,5000
7331,Amy Dixon,5000
7357,Edward King,5000
7366,Tiffany Wolfe,5000
7502,Alexander Young,5000
7531,Roy Mendez,5000
7563,Angela Hill,5000
7569,Aaron Rivera,5000
7682,Chelsea Norris,5000
7706,Jeffrey Watkins,5000
771,Jeffrey Patrick,5000
772,Louis Wall,5000
7943,Shannon Kennedy,5000
7947,Tina Guerra,5000
8028,Christy Johnson,5000
8047,James Hutchinson,5000
81,Jamie Howard,5000
8174,Rebecca Mejia,5000
8184,Richard Thompson,5000
8242,Brian Cole,5000
8298,Garrett Diaz,5000
831,Kim Boyd,5000
8359,Julie Ray,5000
8400,Edward Robinson,5000
8420,Timothy Stone,5000
8575,Kimberly Collins,5000
8898,Nathan Johnson,5000
8916,Jason Byrd III,5000
8988,Joshua Nguyen,5000
9027,Melanie Huffman,5000
9034,Matthew Moreno,5000
9099,Chelsea Glover,5000
9105,Mrs. Monica Patel,5000
9114,Sara Ward,5000
9133,Ms. Pamela Vazquez,5000
9144,Kimberly Fritz,5000
9174,Roy Villanueva,5000
9177,Lawrence Aguilar,5000
9269,Aaron Logan,5000
9284,Christopher Stokes,5000
9307,Jessica Kim,5000
9317,Lisa Hansen,5000
9328,Kendra Edwards,5000
9422,Charles Henderson,5000
9495,Mrs. Melanie Rodriguez MD,5000
9522,Melanie Bush,5000
9562,Charles Wilson,5000
9572,Jessica Walls,5000
9588,Christina Armstrong,5000
9646,Charles Stephens,5000
9685,Vanessa Sexton,5000
9894,Robin Warren,5000
9942,Benjamin Hall,5000
996,Maria Gay,5000
1003,Michael Bean,10000
108,Mason Valdez,10000
1147,Melissa Andrade,10000
1261,Amanda Marquez,10000
1266,Samantha Horton,10000
1310,Ashley Tran,10000
1343,Lisa Ibarra,10000
1379,James Pearson,10000
1443,Tyler Hayes,10000
1454,Tim Morales,10000
1528,Nathaniel Davis,10000
1570,Brandy Hernandez,10000
1600,Keith Waller,10000
1609,Matthew Marshall,10000
1676,Alexander Fox,10000
1730,Shannon Haney,10000
1765,Manuel Curry,10000
