empID,Name,Salary
980,Christine Johnson,150000
964,Brian Rowe,150000
963,Joshua Howard,150000
951,Alan Livingston,150000
930,Brittany Vang,150000
905,Nicole Harrison,150000
862,Mrs. Taylor Newman,150000
838,Aaron Mora,150000
755,Meghan Hall,150000
678,David Thomas PhD,150000
676,Charles Jones,150000
665,Robert Lucas,150000
567,Dennis Dudley,150000
539,Sarah Juarez,150000
538,Melissa Martinez,150000
4930,Vicki Gardner,150000
485,William Gill,150000
4785,Grant Neal,150000
4734,Teresa Lawrence,150000
4679,Ian Noble,150000
4633,Andrew Vasquez,150000
4591,Gary Jordan,150000
4525,Monica Rodgers,150000
4498,Jacob Nelson,150000
4486,Tonya Wright,150000
4453,Diana Austin,150000
4423,Bobby Day,150000
4278,Edward Woods,150000
424,Andrea Brown,150000
4214,William Moore,150000
4140,Mikayla Smith,150000
4123,William Smith,150000
4095,Emily Grant,150000
4036,Jennifer Davenport,150000
3992,Rebecca Herrera,150000
3923,Gina Copeland,150000
3811,Barbara Rodriguez,150000
3799,Monica Hood,150000
377,Alex Hodge,150000
3769,Steven Knight,150000
3736,Raymond Chaney,150000
3719,Kimberly Rocha,150000
3685,Benjamin Franklin,150000
3683,Victoria Strickland,150000
3545,Sarah Casey,150000
3535,Donald Morales,150000
3438,William Salinas,150000
3329,Tonya Sutton,150000
3282,Steven Mcbride,150000
3091,Rachel Torres,150000
2834,Denise Williams,150000
2815,Javier Baker,150000
2759,Teresa Hines,150000
2756,Deborah Black,150000
2712,Jade Lopez,150000
2670,Joanna Watkins,150000
2563,Whitney Wall,150000
2476,Daniel Patton,150000
2461,Craig Bell,150000
2436,Jessica Andrews,150000
2400,Kara Mendoza,150000
24,Peter Bowen,150000
2324,Tracy Mccall,150000
2293,Michael Owens,150000
2187,Logan Barnes,150000
2125,Brenda Richardson,150000
2117,Joanna Nelson,150000
2026,Alexis Gentry,150000
1953,Deborah Smith,150000
1899,Sharon Swanson,150000
1855,Amanda Wright,150000
1780,David Gilbert,150000
1751,Linda Wiggins,150000
1722,Misty Martin,150000
1524,Kimberly Woods,150000
147,Gregory White,150000
1468,Meredith Martin,150000
137,Scott Thomas,150000
1203,Mrs. Linda Fleming MD,150000
1151,Erica West,150000
1084,Laura Chapman,150000
104,Stephanie Fernandez,150000
1039,Barbara Diaz,150000
1013,Jeremy Reynolds,150000
958,Patricia Williams,140000
925,Maurice Hartman,140000
785,Bianca Moore,140000
779,Kenneth Olsen,140000
655,Jared Morgan,140000
591,Edward Nichols,140000
585,Ernest Clark,140000
563,Joshua Patton,140000
4973,Andrew Ponce,140000
4971,April Bennett,140000
491,Mr. Jonathan Patel,140000
4810,Deborah Marks,140000
4758,Anthony Dickson,140000
4742,David Shea,140000
4736,Heather Roy,140000
4500,Theresa Contreras,140000
4468,Timothy Snyder,140000
4455,Antonio Dillon,140000
4417,Angela Crawford,140000
4416,Matthew Higgins,140000
4403,Benjamin Moran,140000
4384,Kristin Church,140000
438,Brenda Mccoy,140000
4351,Brian Dominguez,140000
4334,Janet Burns,140000
4285,Robert Mays,140000
4234,Timothy Thomas,140000
4166,Anthony Martin,140000
4094,Emily Reynolds,140000
3961,Brandy Ramirez,140000
394,Matthew Burnett,140000
3929,Sonya Meyer,140000
3924,Christy Gonzalez,140000
3920,Gina Wilson,140000
3872,Kenneth Chavez,140000
3852,Thomas Johnson,140000
3843,Fernando Leon,140000
3695,Cody Schroeder,140000
3553,Benjamin Baker,140000
3552,Frank Gutierrez,140000
3534,Andre Freeman,140000
3494,Keith Underwood,140000
349,Bobby Hammond,140000
3481,Charles Rivera,140000
3464,Sharon Johnson,140000
339,Heather Benjamin,140000
3305,Troy Reed,140000
3284,Chad Hendricks DVM,140000
3279,Alicia Mcdaniel,140000
3211,Michael Murray,140000
3172,Charles Edwards,140000
3104,William Haynes,140000
3044,Brandi Cunningham,140000
3002,Brandi Rivera,140000
2952,Trevor Williams,140000
294,Jeremy Gonzalez,140000
2837,Benjamin Holmes,140000
2764,Erik Perry,140000
2711,Gavin Watkins,140000
2676,Erin Jensen,140000
2663,Tina Bradford,140000
2619,Lisa Duran,140000
2618,Melissa Hudson,140000
2604,Jacqueline Burgess,140000
2555,Kyle Soto,140000
2503,Michael Bailey,140000
2498,John Holland,140000
2478,Stephanie Thomas,140000
2408,Christopher Ross,140000
2389,Jack Jackson,140000
2331,Stephanie Cochran,140000
2253,Jeffrey Daugherty,140000
2197,Teresa Garrett,140000
2027,Shaun Franklin,140000
2008,Casey Turner,140000
1913,Annette Hogan,140000
1815,Tara Johnson,140000
1800,Scott Ellis,140000
1766,Kelly Bell,140000
1736,Amber Murphy,140000
1570,Margaret Burgess,140000
1557,Samuel Aguilar,140000
1482,Jessica Padilla,140000
1465,Kendra Wallace,140000
1457,Thomas Smith,140000
1415,Nicole Smith,140000
1382,Jennifer Davis,140000
1294,Amy Ford,140000
1274,Timothy Myers,140000
1268,Jonathan Mckinney,140000
1260,Melissa Phelps,140000
121,Kyle Cook,140000
1202,Michael Reed,140000
1200,Jacqueline Wilson,140000
1185,Dawn Stone,140000
1169,Randy Clayton,140000
1125,Melissa Brown,140000
1097,Theresa Hicks,140000
1093,Christopher Yates,140000
1079,Joshua Peterson,140000
1035,Shannon Williams,140000
1001,Paul Cook,140000
965,Crystal Murphy,130000
90,Dean Avila DDS,130000
853,Kiara Tran,130000
842,Joanna Smith,130000
818,Rebecca Ray,130000
813,Rachael Moore,130000
808,Nicholas Snyder,130000
78,Brenda Gonzales,130000
766,Thomas Johnson,130000
732,Jesus Mcdaniel,130000
639,Julia Roberson,130000
59,Robert Parker,130000
588,David Kerr,130000
57,Joe Haas,130000
499,Steven Stewart,130000
4906,Richard Santana,130000
4861,Elizabeth Blackwell PhD,130000
4836,John Coleman,130000
4791,Tyler Scott,130000
4788,Veronica Holmes,130000
4651,Lisa Acosta,130000
4644,Cameron Carter,130000
4643,Elizabeth Robinson,130000
4640,Susan Cunningham,130000
4564,Ashley West,130000
4554,Tara Salinas,130000
4530,Dawn Woods,130000
4503,Gabriel Johnson,130000
4492,Melissa Williams,130000
4475,James Mason,130000
4386,Kevin Rodriguez,130000
4368,Susan Frey,130000
4338,Tonya Walters,130000
4255,Paula Walker,130000
422,Samuel Blake,130000
419,Tanya Hamilton,130000
4185,William Francis,130000
4171,James Jennings,130000
4144,Mary Curtis,130000
4052,Pamela Oconnor,130000
4026,Amanda Tucker,130000
4011,Haley Holmes,130000
4005,Mary Jensen,130000
3974,Alexandra Patrick,130000
3825,Lauren Oneill,130000
3801,Trevor Baker,130000
3653,Sarah Marquez,130000
360,Aaron Bridges,130000
3566,Jennifer Evans,130000
35,Tasha Martin,130000
3497,Marie Alvarez,130000
3454,Mrs. Lisa Long,130000
3442,Eugene Lane,130000
3391,Terri Wood,130000
3382,Sheryl Matthews,130000
3252,Ariel Robles,130000
3241,Jason Franklin,130000
3087,Laura Long DDS,130000
3038,Deborah Robinson,130000
3031,Joann Smith,130000
2948,Justin Stewart,130000
291,Shelly Gordon,130000
2887,Kimberly Howe,130000
2811,Brandon Adams,130000
2742,Thomas Valentine,130000
2725,Marisa Dougherty,130000
2614,Robert Peterson,130000
2606,Angela Payne,130000
2569,Erin Powell,130000
2531,Michael Pierce,130000
2358,Anthony Ballard,130000
2312,David Gardner,130000
2273,Jennifer Ross,130000
2254,Linda Massey,130000
2151,Stacy White,130000
2135,Jonathan Patterson,130000
206,Robert Terry,130000
1948,Emily Diaz,130000
1903,Phillip Wilson,130000
1889,Jeremy Jenkins,130000
1790,John Martinez,130000
1789,Timothy Flynn,130000
1768,Logan Taylor,130000
1709,Brandon Yang,130000
1683,Kyle Brady,130000
1679,Heather Hartman,130000
165,Francis Booth DVM,130000
1556,Adrienne Carter DVM,130000
1267,Deborah Moore,130000
1220,Nicholas James,130000
1054,Dennis Hammond,130000
979,Sheri Garcia,122391
969,Bailey Orozco,122391
933,Joshua Nelson,122391
747,Emma Powers DVM,122391
652,Mary Miller,122391
650,Rebecca Jones,122391
61,Melissa Boyer,122391
501,Jacob Flores,122391
4966,Christopher Mills,122391
4937,Theresa Coleman,122391
4871,Timothy Montgomery,122391
479,Angela Hamilton,122391
4709,Erin Young,122391
4702,Amanda Garcia,122391
4653,Anthony Martinez,122391
4632,Barbara Davis,122391
4620,Kathy Brown,122391
4619,Christina Robertson,122391
4606,Jason Edwards,122391
4603,Michael Wood,122391
4598,Malik Beck DDS,122391
4470,Richard Kirby,122391
4454,Amanda Mitchell,122391
4430,Michael Coleman,122391
4422,Donna Alexander,122391
4419,John Robinson,122391
4385,Benjamin Smith,122391
4356,Eric Lopez,122391
4317,Danny Bradley,122391
4309,Alexander Hardy,122391
4273,Steven Maldonado,122391
4225,Johnny Hamilton,122391
4179,Michelle Schneider,122391
4118,Sarah Edwards,122391
4069,Jasmine Chapman,122391
3979,Kathleen Hall,122391
3896,Daniel Conrad,122391
3870,Julie Marshall,122391
3851,Christina Hughes,122391
3831,Margaret Gross,122391
3802,Veronica Thompson,122391
3741,Kelsey Compton,122391
3694,Gary Goodwin,122391
3640,Gabriella Harris,122391
3632,Dustin Zavala,122391
3571,Larry Newton,122391
3483,Erica Allen,122391
3467,Mary Myers,122391
341,Ryan Thompson,122391
3398,Kenneth Howard,122391
3353,Justin Fritz,122391
3299,Jacqueline Ballard,122391
3244,Deanna Turner,122391
3243,Ashley Smith,122391
3219,Wanda Rivera,122391
321,Johnny Murray,122391
3182,Angel Williams,122391
3180,Gregory Anderson,122391
3154,Erica Vargas,122391
3153,Donna Herrera,122391
3083,Thomas Graham,122391
3060,David Hall,122391
3051,Stephanie Dunn,122391
2998,Brandon Gibbs,122391
2997,Felicia Day,122391
2990,Sarah Juarez,122391
2969,Ryan Martinez,122391
2913,Robert Alvarez,122391
2908,Nancy Johnson,122391
2823,Derrick Gould,122391
2739,Lisa Gordon,122391
2655,Jeffrey Flores,122391
2591,William Brock,122391
2522,Sheila Green,122391
2520,William Cuevas,122391
2519,Kathryn Carter,122391
2514,Dustin Simpson,122391
2300,Victoria Rivera,122391
2214,Kylie Smith,122391
2160,Amanda Allen,122391
2157,Bonnie White,122391
2115,Gina Flores,122391
211,Alexa Hardy,122391
2075,Brandon English,122391
2074,Jeanette Lee,122391
2054,Gregory Green,122391
2011,Crystal Washington,122391
2010,Megan Flowers,122391
1996,Jennifer Small,122391
1987,Jennifer Ray,122391
1958,Lori Shaffer,122391
1814,Kim Wang,122391
1747,Melissa Hughes,122391
1737,Laurie Benton,122391
1718,Derrick Robinson,122391
1675,Deborah French,122391
1581,Donna Lee,122391
1365,Alex Richards,122391
1330,Doris Goodman DDS,122391
1245,Vincent Brown,122391
1214,Debra Jennings,122391
1192,Mr. Mark Lucas,122391
1171,Scott Dickson,122391
1167,David Lucero,122391
1124,Daniel Stewart,122391
1102,Donald Berg,122391
1058,Crystal Rangel,122391
1047,Elizabeth Williams,122391
1043,Kelly Dyer,122391
937,Emily Smith,121872
832,David Smith,121872
682,Tara Leonard,121872
661,Ashley Miller,121872
657,Brooke Ward,121872
648,Anna Lee,121872
638,Laura Fuller,121872
637,Brian Campbell,121872
570,Timothy Myers,121872
4921,Michael Young,121872
4909,Mrs. Michele Herrera,121872
4863,Benjamin Howell,121872
4799,Cathy Aguilar,121872
4786,Robert Lee,121872
4728,Jennifer Anderson,121872
4700,Andrew Snow,121872
4605,William Williams,121872
4569,Kelly Curtis,121872
4476,Martha Medina,121872
4466,Joseph Hinton,121872
440,Kelli Manning,121872
4369,Rhonda Gardner,121872
4138,Justin Byrd,121872
409,Matthew Mitchell,121872
4067,Mary Hamilton,121872
4057,Paula Lewis,121872
4055,Tony Clark,121872
4048,Jonathon Alvarez,121872
3976,Brian Robertson,121872
3941,Zachary Barton,121872
3887,Larry King,121872
3864,Sherry Walker,121872
3837,Elizabeth Martin,121872
3836,Michael Maxwell,121872
3655,Brittany Taylor,121872
3576,Lori Collins DDS,121872
3543,Alexander Bush,121872
3508,Tammy Torres,121872
3495,Heather Goodman,121872
3440,Valerie Hensley,121872
3412,Cassandra Robinson,121872
3407,Thomas Spencer,121872
3323,Donald Hardin,121872
3312,Melissa Andersen,121872
3136,Jason Cannon,121872
3116,Brittney Alvarez,121872
3112,Albert Fischer,121872
3059,Michelle Williams,121872
3006,Mike Davis,121872
2929,Sabrina Bailey,121872
2878,Janet Hutchinson,121872
2862,Anita Coleman,121872
2704,Nicole Wall,121872
2693,Fernando Foster,121872
2646,Maureen Hunt,121872
2587,Eric Martinez,121872
2584,Marco Carter,121872
2576,Connie Fields,121872
2572,David Pena,121872
2502,Karen Cooper,121872
2468,Juan Gonzales,121872
2453,Steven Friedman,121872
2422,Robert Lopez,121872
