4391,Christopher Davenport,5000
10947,Anne Leon,5000
8579,Valerie Dickson,5000
8908,Lauren Gregory,5000
5436,Thomas Jacobs,5000
14654,Timothy Bowers,5000
12091,Raymond Watson,5000
7021,Robert Vaughn,5000
2708,Dakota Miller,5000
9253,Shane Lutz Jr.,5000
10275,Tyler Jones,5000
13497,Shawn Fry,5000
426,David Anderson,5000
13782,Michael Hendrix,5000
5409,Darrell Rivas,5000
10959,Danny Tucker,5000
12291,Todd Kelly,5000
2702,Shannon Beck,5000
8615,Troy Williams,5000
13250,Rachel Leon,5000
13146,Kevin Grant,5000
395,Richard Livingston,5000
4355,Adrian Maddox,5000
5972,Kelly Campbell,5000
4348,Michael White,5000
7108,Patricia Floyd,5000
4335,Tiffany Christian,5000
13107,Justin Ray,5000
526,Amanda Kelly,5000
3477,David Mcdonald,5000
14195,Sarah Williams,5000
9869,Jeffrey Duran,5000
552,Billy Mcclure,5000
8941,Andrew Benson,5000
2034,Jenna Wall,5000
6904,Debra Mcgee,5000
4581,Erik Jackson,5000
2043,Kristen Rojas,5000
11112,April Cochran,5000
8556,Matthew James,5000
13810,Erin Scott,5000
2052,Daniel Koch,5000
8301,Sharon Yates,5000
11357,Jose Gray,5000
11360,Cindy Moore,5000
6934,Jennifer Potts,5000
9973,Aaron Gross,5000
8557,Darryl Simmons,5000
9870,Amy Phelps,5000
2066,Michael Ellis,5000
11679,Kenneth Butler,5000
13284,Jonathan Lang,5000
6958,Jessica Sawyer,5000
5401,Shawn Price,5000
8978,Kara Turner,5000
10586,Justin Williamson,5000
7833,Cody Clark,5000
2300,Patricia Murphy,5000
288,Joshua Soto,5000
11487,Christina Fitzpatrick,5000
1173,Rebecca Estrada,5000
4126,Hannah Stewart,5000
4122,Lindsay Brown,5000
10434,Gregory Wood,5000
9195,Taylor Hebert,5000
264,Whitney White,5000
2337,Stephen Nelson,5000
2338,Jennifer Alexander,5000
7812,Lori Ferguson,5000
14442,James Cook,5000
10996,Stacie Klein,5000
2359,Tony Hansen,5000
