empID,Name,Salary
10054,Beth Vaughan,5000
10107,Timothy Fisher,5000
10205,George Khan,5000
10237,Thomas Schneider,5000
10242,David Murphy,5000
10385,Beth Anderson,5000
10479,Maureen Anderson,5000
10494,David Rogers,5000
105,Tyler Baird,5000
1060,Gerald Martin,5000
10601,Joseph Fisher,5000
10624,Pamela Farmer,5000
10677,Christopher Johnson,5000
10746,Michael Alexander MD,5000
10811,Andrew Allen,5000
10862,Joseph Hampton,5000
10865,Ethan Mcconnell,5000
10915,William White,5000
10947,Melissa Walter,5000
11055,Cynthia Hickman,5000
11063,Karen Scott,5000
11074,James Knapp,5000
11124,Richard Smith,5000
11159,John Cole,5000
1122,Crystal Hernandez,5000
11312,Sarah Lara,5000
11316,Shelly Whitaker,5000
1133,Bryan Brown,5000
11422,Charles Wood,5000
11459,Jonathan Dominguez,5000
11515,Casey Lopez,5000
11535,Kyle Williams,5000
11595,Thomas Bowen,5000
11628,Justin Shaw,5000
11681,Bobby Hicks,5000
11713,Stephanie Moran,5000
11722,Dillon Carey,5000
11790,Melanie Valentine,5000
11816,Cassandra Morales,5000
11908,Sabrina Parks,5000
11914,Ryan Bernard,5000
11962,James Smith,5000
12030,Debra Myers,5000
12067,Christopher Robinson,5000
12107,Toni Pope,5000
12153,Amber Torres,5000
12174,Christopher Morgan,5000
12275,Mrs. Christina Willis PhD,5000
12324,Manuel Winters,5000
12368,Nichole Floyd,5000
12376,Dawn Torres,5000
12481,Jason Brown,5000
12536,Molly Nelson,5000
12585,Calvin Johnson,5000
12596,Luis Richardson,5000
12693,Linda Simmons,5000
12694,Cathy Gardner,5000
12770,Holly Stephens,5000
12812,Richard Nelson,5000
12847,Luis Johnson,5000
12911,Thomas Hill III,5000
13072,Robert Ochoa,5000
13098,Cathy Bruce,5000
13162,Reginald Cook,5000
13212,Brian Powell,5000
13268,Traci Ibarra DDS,5000
13301,Donna Caldwell,5000
13349,Mary Warner,5000
13353,Sherri Church,5000
13386,Annette Lopez,5000
13399,Sarah Sullivan,5000
13439,Rachel Caldwell,5000
13446,Rhonda Stewart,5000
13448,Kimberly Andrews,5000
13451,Gloria Banks,5000
13484,Melissa Smith,5000
13531,Joel Jacobs,5000
13551,Vincent Hill,5000
136,Lisa Hoffman,5000
13653,Adam Kelley,5000
1379,Joseph Howard,5000
13792,Terry Johnson,5000
13870,Victoria Torres,5000
13909,Phillip Malone,5000
13959,Katherine Walker,5000
14,Calvin Hopkins,5000
14015,John Wright,5000
14090,Sarah Elliott,5000
14122,Ryan Robertson,5000
14168,Karen Perez,5000
14224,Kelly Garcia,5000
14225,Tiffany Robertson,5000
14241,Tiffany Smith,5000
14263,Patricia Castillo,5000
14307,Tiffany Monroe,5000
14346,Kim Rodriguez,5000
14352,Kim Fox,5000
14404,Emily Estrada,5000
14414,Cynthia Ramirez,5000
14424,Jason Ward DDS,5000
1452,Jared Adkins,5000
14589,Maria Smith,5000
14667,Mason Wolf,5000
14680,Bonnie Collier,5000
14691,Brandi Montgomery,5000
14746,Lisa Johnson,5000
1476,Michael Ayala,5000
14769,Matthew Johnson,5000
14877,Jason Johnson,5000
14879,Jonathan Butler,5000
14888,Monique Porter,5000
14959,Ashley Parsons,5000
14969,Robert Griffin,5000
1530,Rebecca Clark,5000
1605,Jennifer Rogers,5000
1645,Carl Waters,5000
1817,Christopher Walsh,5000
1885,Tiffany Jones,5000
1982,Leah Smith,5000
2041,David Thompson,5000
2073,Lisa Campbell,5000
2105,Tyler Howard,5000
2124,Adrienne Mann,5000
2135,Richard Murphy,5000
228,Diana Johnson,5000
2436,Laura Dawson,5000
2462,Jonathan Miller,5000
2536,Elizabeth Cameron,5000
2564,Tara Mason,5000
2608,Christopher Stevens,5000
2617,Jodi Ramos,5000
2737,Robin Jordan,5000
2777,Edward Mcclure,5000
2778,Vickie Randall,5000
2935,Daniel Moody,5000
2953,Elizabeth Hanson,5000
2995,Bethany Jimenez,5000
3011,William Weber,5000
3027,Connie Haley,5000
3061,Christina Davis,5000
3088,Mark Clarke,5000
3140,David Rodriguez,5000
3214,Lori Valdez,5000
3268,Jacob Johnson,5000
327,Luis Bautista,5000
328,Glen Phillips,5000
3292,Katie James,5000
3303,Chad Bennett,5000
3305,Robert Bryant,5000
3461,Albert Lloyd,5000
3506,Regina Walton,5000
3508,Holly Walter,5000
3537,James Brown,5000
3638,Steven Graham,5000
3780,Antonio Boyd,5000
3828,Brianna Key,5000
384,William Brown,5000
3974,Kelly Brown,5000
4017,Colleen Johnson,5000
4024,Carl Conley,5000
4027,Brent Stephenson,5000
4033,Adrian Townsend,5000
4058,Heather Padilla,5000
4076,Elizabeth Humphrey,5000
4078,Virginia Skinner,5000
4090,Toni Lee,5000
4133,Justin Padilla,5000
4181,Cory Delacruz,5000
4187,Matthew Johnson,5000
4247,Debbie Carter,5000
4275,Tiffany Smith,5000
4279,Robert Brown,5000
4414,Patricia Church,5000
4448,Patrick Fuller,5000
4473,Michael Jones,5000
4481,John Schultz,5000
4589,Joshua Lutz,5000
4680,Gwendolyn Garcia,5000
474,Diana Moore,5000
4845,Joseph Anderson,5000
4849,Robert Webster,5000
485,Amanda Gonzalez,5000
4863,Raymond Hamilton,5000
4904,Elizabeth Garcia,5000
5157,Mindy Cohen,5000
5335,Christopher Jensen,5000
5340,Melissa Robertson,5000
5356,Gerald Burnett,5000
5388,Noah Hernandez,5000
5433,Jessica Green,5000
5460,Jay Aguilar,5000
5571,Elaine Nichols,5000
5721,Alan Hall,5000
5750,Angela Archer,5000
5772,Dustin Davis,5000
5864,Lisa Everett,5000
5873,Michelle Green,5000
5897,Craig Hall,5000
5950,Timothy Wong,5000
598,Brian Rodriguez,5000
6007,Danielle Young,5000
6040,George Young,5000
6059,Courtney Vega,5000
6062,James Lewis,5000
6085,Laura Lawrence,5000
6129,Sarah Martinez,5000
621,David Stevens,5000
6210,Bonnie Jenkins,5000
6268,April Brown,5000
6341,Manuel Flynn III,5000
6424,Karen Brandt,5000
6454,Barbara Keith,5000
6567,Megan Holt,5000
6608,Charles Bowers,5000
6626,Amanda Peters,5000
6793,Todd Noble,5000
6795,Ryan Baker,5000
684,Kathleen Walsh,5000
6851,Samantha Baldwin,5000
6874,James Ochoa,5000
6887,Marie Reese,5000
