empID,Name,Salary
0,Mary Valdez,67938
1,Kimberly Love,113812
2,Alison Mckinney,109431
3,Hannah Duncan,116969
4,Travis Schultz,60150
5,Troy Hayes,100000
6,Colton Landry,39343
7,Rebecca Gordon,85000
8,Claudia Patton,39891
9,Kathleen Caldwell,66029
10,Matthew Weaver,56642
11,Jessica Martinez,5000
12,Gregory Mcdonald,130000
13,Brittany Brock,24000
14,Roger Thompson,81363
15,Alexander Pacheco,24000
16,Michael Bailey,55794
17,Christina Hood,5000
18,Sean Holden,116969
19,Anthony Parrish,121872
20,Gregory Becker,61111
21,Danielle Ward,24000
22,Ryan Mckinney,150000
23,Jessica Weber,55794
24,Nicole Newman,55000
25,Mark Wilson,60150
26,Ariel Thomas,60000
27,James Fox,50000
28,Aaron Gonzalez,46205
29,Kerry Nunez,112635
30,Victoria Duncan,55794
31,Ryan Vargas,54445
32,Amanda Bowman,20000
33,Robert Mendez,113812
34,Colleen Ward,150000
35,Rebecca Sullivan,109431
36,Nicholas Davis,12000
37,Brittany Richard,70000
38,Greg Parks,83000
39,Nicole Dunlap,40000
40,Courtney Rodgers,24000
41,Derek Morris,130000
42,Anne Smith,98273
43,Joseph Rivera,93940
44,Michael Oneal,24000
45,Richard Parker,91738
46,Anthony White,109431
47,Rebecca Rush,61111
48,Martin Levy,63218
49,Mallory Taylor,113812
50,Dalton Lucas,39343
51,Zachary Boyle,66029
52,Anna Coleman DVM,46205
53,Evelyn Lang,64445
54,Amanda Hunt,120000
55,Erica Nash,10000
56,Denise Hamilton,57189
57,Phillip Martinez,39343
58,Jasmine Palmer,150000
59,Douglas Wilson,130000
60,Mrs. Brittany Villa,150000
61,Sarah Cervantes,98273
62,Kevin Ellison,56642
63,Donald Garcia,55000
64,Dominic Montgomery,50000
65,Timothy Shaw,98273
66,Michael Collins,72000
67,Gregg Lewis,63218
68,Jessica Buchanan,101302
69,Jill Cole,83000
70,Terri Cox,67938
71,Donna Green,10000
72,James Brown,83000
73,Mark Rogers,50000
74,Joseph Kelly,120000
75,Megan Pittman,55000
76,Barry Perry,150000
77,Kyle Johnson,20000
78,Diamond Jones,93940
79,Samuel Curtis,56642
80,Jessica Morrow,56642
81,Charles Bryant,140000
82,Sharon Ibarra,64445
83,Zoe Russell,120000
84,Jason Martinez,67938
85,Michael Nguyen,12000
86,Kellie Robinson,60150
87,Jonathan Cohen,43525
88,Deborah Campbell,93940
89,Miguel Patrick,66029
90,Brian Rodriguez,122391
91,Sean Cobb,67938
92,Robert Tate,112635
93,Sarah Cordova,113812
94,Peter Patel,101302
95,Colleen Rice,109431
96,Susan Carson,67938
97,Michael Gutierrez,39343
98,Stephen Gutierrez,109431
99,Mr. Eric Alvarez,64445
100,Mark Gardner,93940
101,Johnny Wolfe,12000
102,Peter Andrade,91738
103,Ryan Townsend,39891
104,Nicole Thomas,91738
105,Dalton Graves,43525
